"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.434894484E1,-1.010528564E0,1.494110107E0,2.051940918E0,2.732031208E0
3.435398024E1,-9.796447754E-1,1.596908569E0,2.040222168E0,2.769896633E0
3.435898512E1,-9.439544678E-1,1.703964233E0,2.026901245E0,2.811204867E0
3.436402052E1,-9.071960449E-1,1.813156128E0,2.015716553E0,2.858960131E0
3.436902541E1,-8.720550537E-1,1.920745850E0,2.007186890E0,2.911793922E0
3.437406081E1,-8.438110352E-1,2.023010254E0,2.000808716E0,2.967797680E0
3.437906569E1,-8.278350830E-1,2.121017456E0,1.995468140E0,3.027526890E0
3.438410109E1,-8.251800537E-1,2.217956543E0,1.992279053E0,3.093449397E0
3.438910597E1,-8.342285156E-1,2.315429688E0,1.991744995E0,3.166101701E0
3.439414137E1,-8.512725830E-1,2.410766602E0,1.994415283E0,3.242553460E0
3.439914626E1,-8.709869385E-1,2.502914429E0,2.002395630E0,3.321563960E0
3.440418166E1,-8.864288330E-1,2.593460083E0,2.014114380E0,3.401242128E0
3.440918654E1,-8.917541504E-1,2.683471680E0,2.029571533E0,3.480719226E0
3.441422194E1,-8.874969482E-1,2.778289795E0,2.047134399E0,3.563327696E0
3.441922682E1,-8.747100830E-1,2.876815796E0,2.063125610E0,3.646597611E0
3.442426222E1,-8.565979004E-1,2.973236084E0,2.074310303E0,3.725138388E0
3.442926711E1,-8.358306885E-1,3.061645508E0,2.076965332E0,3.792897460E0
3.443430251E1,-8.161163330E-1,3.137283325E0,2.067916870E0,3.845110234E0
3.443930739E1,-8.006744385E-1,3.201736450E0,2.045547485E0,3.882841790E0
3.444434279E1,-7.910919189E-1,3.257659912E0,2.009323120E0,3.908395314E0
3.444934767E1,-7.852325439E-1,3.309860229E0,1.959259033E0,3.925615983E0
3.445438307E1,-7.783050537E-1,3.361511230E0,1.895339966E0,3.936728349E0
3.445938796E1,-7.671203613E-1,3.413177490E0,1.822372437E0,3.944527288E0
3.446442336E1,-7.522125244E-1,3.465911865E0,1.742477417E0,3.951530879E0
3.446942824E1,-7.367553711E-1,3.520782471E0,1.660446167E0,3.961792417E0
3.447446364E1,-7.234497070E-1,3.577774048E0,1.577896118E0,3.976632090E0
3.447946852E1,-7.111968994E-1,3.631027222E0,1.498535156E0,3.991962842E0
3.448450392E1,-6.978759766E-1,3.678436279E0,1.425033569E0,4.006076012E0
3.448950880E1,-6.850891113E-1,3.722106934E0,1.360046387E0,4.021585917E0
3.449454421E1,-6.733703613E-1,3.770050049E0,1.303054810E0,4.045325308E0
3.449954909E1,-6.605987549E-1,3.823837280E0,1.253524780E0,4.077921853E0
3.450458449E1,-6.462097168E-1,3.882431030E0,1.213577271E0,4.118692450E0
3.450958937E1,-6.280975342E-1,3.940490723E0,1.184280396E0,4.162270258E0
3.451462477E1,-6.020050049E-1,3.991622925E0,1.166702271E0,4.201982602E0
3.451962966E1,-5.657806396E-1,4.027313232E0,1.158706665E0,4.228706746E0
3.452466506E1,-5.189056396E-1,4.048614502E0,1.156051636E0,4.242286864E0
3.452966994E1,-4.651184082E-1,4.060867310E0,1.153915405E0,4.247175438E0
3.453470534E1,-4.113159180E-1,4.069381714E0,1.148056030E0,4.248185609E0
3.453971022E1,-3.617858887E-1,4.078979492E0,1.134735107E0,4.249304236E0
3.454474562E1,-3.170471191E-1,4.095489502E0,1.113433838E0,4.255970870E0
3.454978102E1,-2.744293213E-1,4.122650146E0,1.085205078E0,4.271911252E0
3.455478590E1,-2.291564941E-1,4.164199829E0,1.051651001E0,4.301051353E0
3.455982130E1,-1.780242920E-1,4.219589233E0,1.012237549E0,4.342954156E0
3.456482619E1,-1.162414551E-1,4.286163330E0,9.706878662E-1,4.396241929E0
3.456986159E1,-4.434204102E-2,4.357543945E0,9.275512695E-1,4.455390758E0
3.457486647E1,3.715515137E-2,4.428909302E0,8.817443848E-1,4.515981761E0
3.457990187E1,1.277008057E-1,4.493362427E0,8.321990967E-1,4.571560864E0
3.458490675E1,2.342224121E-1,4.546630859E0,7.762756348E-1,4.618367262E0
3.458994216E1,3.514099121E-1,4.586044312E0,7.139587402E-1,4.654570704E0
3.459494704E1,4.733886719E-1,4.609481812E0,6.463165283E-1,4.678583596E0
3.459998244E1,5.937500000E-1,4.613204956E0,5.749511719E-1,4.686658498E0
3.460498732E1,7.072143555E-1,4.598815918E0,4.998474121E-1,4.679648216E0
3.461002272E1,8.105316162E-1,4.565261841E0,4.226074219E-1,4.655875236E0
3.461502760E1,9.058837891E-1,4.510406494E0,3.459167480E-1,4.613464054E0
3.462006300E1,9.932250977E-1,4.432113647E0,2.676239014E-1,4.549917585E0
3.462506789E1,1.070465088E0,4.328247070E0,1.930541992E-1,4.462834092E0
3.463010329E1,1.132247925E0,4.197753906E0,1.211395264E-1,4.349459507E0
3.463510817E1,1.173797607E0,4.037963867E0,5.456542969E-2,4.205464350E0
3.464014357E1,1.197235107E0,3.847274780E0,-8.285522461E-3,4.029263430E0
3.464514845E1,1.208419800E0,3.634231567E0,-6.367492676E-2,3.830401023E0
3.465018385E1,1.207885742E0,3.405731201E0,-1.110839844E-1,3.615291500E0
3.465518874E1,1.200958252E0,3.164443970E0,-1.510314941E-1,3.388040270E0
3.466022414E1,1.191909790E0,2.916244507E0,-1.845855713E-1,3.155820465E0
3.466522902E1,1.181777954E0,2.666427612E0,-2.122802734E-1,2.924294489E0
3.467026442E1,1.194564819E0,2.407043457E0,-2.341156006E-1,2.697341919E0
3.467526930E1,1.241439819E0,2.123687744E0,-2.575531006E-1,2.473369374E0
3.468030470E1,1.335708618E0,1.804641724E0,-2.857818604E-1,2.263298596E0
3.468530959E1,1.475265503E0,1.430191040E0,-3.214721680E-1,2.079711295E0
3.469034499E1,1.610015869E0,1.040832520E0,-3.678131104E-1,1.952119340E0
3.469534987E1,1.657958984E0,7.223205566E-1,-4.248046875E-1,1.857695885E0
3.470038527E1,1.575393677E0,5.742492676E-1,-4.940490723E-1,1.748059480E0
3.470539015E1,1.377258301E0,6.839752197E-1,-5.750122070E-1,1.641737362E0
3.471042555E1,1.167404175E0,1.028594971E0,-6.618194580E-1,1.690811969E0
3.471543044E1,1.081649780E0,1.436584473E0,-7.390594482E-1,1.944209367E0
3.472046584E1,1.092300415E0,1.708221436E0,-7.678222656E-1,2.168107862E0
3.472547072E1,1.055541992E0,1.720474243E0,-7.092285156E-1,2.139440489E0
3.473050612E1,9.282531738E-1,1.447769165E0,-5.606231689E-1,1.808863690E0
3.473551100E1,7.626037598E-1,9.774627686E-1,-3.406524658E-1,1.285706833E0
3.474054640E1,6.038818359E-1,4.767761230E-1,-8.392333984E-2,7.739714919E-1
3.474555129E1,4.749755859E-1,8.316040039E-2,1.733398438E-1,5.124101491E-1
3.475058669E1,3.812408447E-1,-1.650390625E-1,3.949127197E-1,5.731828068E-1
3.475559157E1,3.263702393E-1,-2.875518799E-1,5.504455566E-1,7.015653409E-1
3.476062697E1,2.938842773E-1,-3.360137939E-1,6.287384033E-1,7.710935209E-1
3.476563185E1,2.608642578E-1,-3.711700439E-1,6.409912109E-1,7.852942729E-1
3.477066725E1,2.315673828E-1,-4.025878906E-1,6.026458740E-1,7.608432900E-1
3.477567214E1,2.198486328E-1,-4.073944092E-1,5.206146240E-1,6.966657827E-1
3.478070754E1,2.326354980E-1,-3.599853516E-1,3.981170654E-1,5.849836973E-1
3.478571242E1,2.667236328E-1,-2.513275146E-1,2.399139404E-1,4.380247878E-1
3.479074782E1,3.114624023E-1,-9.153747559E-2,5.509948730E-2,3.292778326E-1
3.479575270E1,3.562011719E-1,1.055450439E-1,-1.387786865E-1,3.965836040E-1
3.480078810E1,3.924255371E-1,3.239135742E-1,-3.166809082E-1,5.993368029E-1
3.480579299E1,4.217224121E-1,5.481567383E-1,-4.572906494E-1,8.291202209E-1
3.481082838E1,4.483489990E-1,7.580108643E-1,-5.414581299E-1,1.033815362E0
3.481583327E1,4.707183838E-1,9.364471436E-1,-5.547637939E-1,1.185863363E0
3.482086867E1,4.797668457E-1,1.073333740E0,-4.977722168E-1,1.276714034E0
3.482587355E1,4.632568359E-1,1.162811279E0,-3.768615723E-1,1.307196088E0
3.483090895E1,4.179840088E-1,1.199569702E0,-2.064208984E-1,1.286968410E0
3.483591383E1,3.503417969E-1,1.185714722E0,-2.107238770E-2,1.236568972E0
3.484094924E1,2.763061523E-1,1.147903442E0,1.339263916E-1,1.188260780E0
3.484595412E1,2.145233154E-1,1.127120972E0,2.292633057E-1,1.170035726E0
3.485098952E1,1.836242676E-1,1.152160645E0,2.628173828E-1,1.195936871E0
3.485599440E1,1.889495850E-1,1.236312866E0,2.489776611E-1,1.275210306E0
3.486102980E1,2.235717773E-1,1.378524780E0,2.084960938E-1,1.412014706E0
3.486603468E1,2.720489502E-1,1.562820435E0,1.594848633E-1,1.594319216E0
3.487107008E1,3.210449219E-1,1.766815186E0,1.152801514E-1,1.799443040E0
3.487610549E1,3.641967773E-1,1.964431763E0,8.065795898E-2,1.999534233E0
3.488111037E1,3.982849121E-1,2.141250610E0,5.242919922E-2,2.178608241E0
3.488614577E1,4.243774414E-1,2.284530640E0,2.687072754E-2,2.323768167E0
3.489115065E1,4.483489990E-1,2.391067505E0,-8.239746094E-4,2.432739468E0
3.489618605E1,4.723205566E-1,2.467224121E0,-4.130554199E-2,2.512366956E0
3.490119093E1,4.978790283E-1,2.521026611E0,-9.671020508E-2,2.571538754E0
3.490622633E1,5.197143555E-1,2.557250977E0,-1.670074463E-1,2.614866546E0
3.491123122E1,5.357055664E-1,2.578018188E0,-2.485046387E-1,2.644789744E0
3.491626662E1,5.431518555E-1,2.585998535E0,-3.363952637E-1,2.663750014E0
3.492127150E1,5.442199707E-1,2.589736938E0,-4.258728027E-1,2.680350804E0
3.492630690E1,5.410308838E-1,2.596130371E0,-5.110931396E-1,2.700707966E0
3.493131178E1,5.394287109E-1,2.603576660E0,-5.861968994E-1,2.722723189E0
3.493634718E1,5.415649414E-1,2.603576660E0,-6.479797363E-1,2.737111936E0
3.494135207E1,5.479431152E-1,2.588134766E0,-6.911163330E-1,2.734286929E0
3.494638747E1,5.538024902E-1,2.551910400E0,-7.140197754E-1,2.707169764E0
3.495139235E1,5.559387207E-1,2.491195679E0,-7.161560059E-1,2.651038135E0
3.495642775E1,5.516815186E-1,2.407577515E0,-6.991119385E-1,2.567009834E0
3.496143263E1,5.415649414E-1,2.304244995E0,-6.666259766E-1,2.459111176E0
3.496646803E1,5.314331055E-1,2.189727783E0,-6.234741211E-1,2.337958274E0
3.497147292E1,5.213165283E-1,2.077346802E0,-5.755462646E-1,2.217745287E0
3.497650832E1,5.095977783E-1,1.974014282E0,-5.249328613E-1,2.105226066E0
3.498151320E1,4.946899414E-1,1.880264282E0,-4.759368896E-1,2.001656272E0
3.498654860E1,4.755096436E-1,1.796112061E0,-4.306640625E-1,1.907249194E0
3.499155348E1,4.531402588E-1,1.722610474E0,-3.901824951E-1,1.823448743E0
3.499658888E1,4.297027588E-1,1.660293579E0,-3.555603027E-1,1.751468629E0
3.500159377E1,4.067993164E-1,1.609161377E0,-3.273315430E-1,1.691754107E0
3.500662917E1,3.892211914E-1,1.578262329E0,-3.070983887E-1,1.654301827E0
3.501163405E1,3.764495850E-1,1.554290771E0,-2.948455811E-1,1.626182034E0
3.501666945E1,3.679199219E-1,1.526062012E0,-2.911224365E-1,1.596553352E0
3.502167433E1,3.594055176E-1,1.493576050E0,-2.948455811E-1,1.564249232E0
3.502670973E1,3.487396240E-1,1.461090088E0,-3.033599854E-1,1.532459086E0
3.503171462E1,3.354339600E-1,1.430725098E0,-3.145446777E-1,1.502806907E0
3.503675002E1,3.183898926E-1,1.405700684E0,-3.283996582E-1,1.478246553E0
3.504175490E1,3.008117676E-1,1.382797241E0,-3.438415527E-1,1.456311417E0
3.504679030E1,2.848358154E-1,1.356689453E0,-3.587646484E-1,1.431939170E0
3.505179518E1,2.741699219E-1,1.322067261E0,-3.731384277E-1,1.400808079E0
3.505683058E1,2.699127197E-1,1.275726318E0,-3.859252930E-1,1.359878247E0
3.506183546E1,2.720489502E-1,1.219268799E0,-3.971099854E-1,1.310848342E0
3.506687087E1,2.763061523E-1,1.154296875E0,-4.056243896E-1,1.254303596E0
3.507187575E1,2.773742676E-1,1.082916260E0,-4.088287354E-1,1.190287799E0
3.507691115E1,2.752380371E-1,1.008346558E0,-4.066925049E-1,1.121569236E0
3.508191603E1,2.709808350E-1,9.327087402E-1,-3.992462158E-1,1.050130348E0
3.508695143E1,2.667236328E-1,8.538818359E-1,-3.901824951E-1,9.759600737E-1
3.509195632E1,2.635192871E-1,7.702636719E-1,-3.811340332E-1,8.988947047E-1
3.509699172E1,2.635192871E-1,6.978302002E-1,-3.736724854E-1,8.342904346E-1
3.510199660E1,2.640533447E-1,6.477508545E-1,-3.672790527E-1,7.900628082E-1
3.510703200E1,2.619323730E-1,6.174011230E-1,-3.630218506E-1,7.626123385E-1
3.511203688E1,2.560729980E-1,5.966186523E-1,-3.608856201E-1,7.428092807E-1
3.511707228E1,2.443542480E-1,5.817108154E-1,-3.619537354E-1,7.273974002E-1
3.512207716E1,2.267761230E-1,5.774536133E-1,-3.640899658E-1,7.193341287E-1
3.512711257E1,2.044067383E-1,5.859680176E-1,-3.656768799E-1,7.203195213E-1
3.513211745E1,1.793670654E-1,6.078033447E-1,-3.667449951E-1,7.321880506E-1
3.513715285E1,1.569976807E-1,6.450958252E-1,-3.646240234E-1,7.574612689E-1
3.514215773E1,1.362304688E-1,6.967620850E-1,-3.598175049E-1,7.959301354E-1
3.514719313E1,1.191864014E-1,7.574768066E-1,-3.544921875E-1,8.447728818E-1
3.515219801E1,1.069335938E-1,8.251190186E-1,-3.507690430E-1,9.029369356E-1
3.515723341E1,9.786987305E-2,8.964996338E-1,-3.486328125E-1,9.668686278E-1
3.516223830E1,9.149169922E-2,9.710693359E-1,-3.491668701E-1,1.035984502E0
3.516727370E1,8.509826660E-2,1.046173096E0,-3.539581299E-1,1.107703128E0
3.517227858E1,7.710266113E-2,1.114883423E0,-3.619537354E-1,1.174700121E0
3.517731398E1,6.752014160E-2,1.175598145E0,-3.731384277E-1,1.235241779E0
3.518231886E1,5.738830566E-2,1.225128174E0,-3.859252930E-1,1.285756894E0
3.518735426E1,4.568481445E-2,1.261886597E0,-3.987121582E-1,1.324166255E0
3.519235915E1,3.289794922E-2,1.283721924E0,-4.093627930E-1,1.347813841E0
3.519739455E1,1.744079590E-2,1.291702271E0,-4.157562256E-1,1.357074860E0
3.520239943E1,1.464843750E-3,1.287445068E0,-4.189453125E-1,1.353895168E0
3.520743483E1,-1.664733887E-2,1.274139404E0,-4.200134277E-1,1.341685371E0
3.521243971E1,-3.634643555E-2,1.252822876E0,-4.205474854E-1,1.322023604E0
3.521747511E1,-5.871582031E-2,1.222473145E0,-4.205474854E-1,1.294120676E0
3.522251051E1,-8.268737793E-2,1.183578491E0,-4.216156006E-1,1.259148507E0
3.522751540E1,-1.050567627E-1,1.140441895E0,-4.232025146E-1,1.220960690E0
3.523255080E1,-1.279602051E-1,1.096237183E0,-4.258728027E-1,1.182995105E0
3.523755568E1,-1.588592529E-1,1.048828125E0,-4.322662354E-1,1.145482779E0
3.524259108E1,-1.972045898E-1,9.950408936E-1,-4.466400146E-1,1.108369673E0
3.524759596E1,-2.302246094E-1,9.433746338E-1,-4.668884277E-1,1.077471055E0
3.525263136E1,-2.488708496E-1,9.082183838E-1,-4.865875244E-1,1.059983373E0
3.525763625E1,-2.568511963E-1,9.044799805E-1,-5.004425049E-1,1.065128759E0
3.526267165E1,-2.659149170E-1,9.236602783E-1,-5.030975342E-1,1.084880722E0
3.526767653E1,-2.824249268E-1,9.470977783E-1,-4.961853027E-1,1.105874268E0
3.527271193E1,-3.031921387E-1,9.561462402E-1,-4.855194092E-1,1.114392302E0
3.527771681E1,-3.255615234E-1,9.449615479E-1,-4.775390625E-1,1.107694086E0
3.528275221E1,-3.468780518E-1,9.194030762E-1,-4.801940918E-1,1.093715121E0
3.528775710E1,-3.676452637E-1,8.906402588E-1,-4.967041016E-1,1.084028632E0
3.529279250E1,-3.873596191E-1,8.741302490E-1,-5.244140625E-1,1.090486715E0
3.529779738E1,-4.070587158E-1,8.767852783E-1,-5.579681396E-1,1.116144107E0
3.530283278E1,-4.283599854E-1,9.012908936E-1,-5.920562744E-1,1.160322448E0
3.530783766E1,-4.501953125E-1,9.412384033E-1,-6.245422363E-1,1.216001051E0
3.531287306E1,-4.688415527E-1,9.897003174E-1,-6.495819092E-1,1.273293280E0
3.531787795E1,-4.805603027E-1,1.040832520E0,-6.639556885E-1,1.324804776E0
3.532291335E1,-4.885559082E-1,1.090911865E0,-6.660919189E-1,1.368376417E0
3.532791823E1,-4.954833984E-1,1.134582520E0,-6.559753418E-1,1.401101331E0
3.533295363E1,-5.002746582E-1,1.166534424E0,-6.373291016E-1,1.420304784E0
3.533795851E1,-5.018615723E-1,1.184646606E0,-6.149597168E-1,1.425983195E0
3.534299391E1,-5.013427734E-1,1.188919067E0,-5.920562744E-1,1.419649167E0
3.534799880E1,-4.997406006E-1,1.179855347E0,-5.691528320E-1,1.402046452E0
3.535303420E1,-5.008087158E-1,1.155883789E0,-5.489044189E-1,1.374107989E0
3.535803908E1,-5.061340332E-1,1.114883423E0,-5.307922363E-1,1.334495075E0
3.536307448E1,-5.119934082E-1,1.055221558E0,-5.174865723E-1,1.281960272E0
3.536807936E1,-5.162506104E-1,9.790496826E-1,-5.094909668E-1,1.218455588E0
3.537311476E1,-5.162506104E-1,8.911743164E-1,-5.063018799E-1,1.147627095E0
3.537811965E1,-5.141143799E-1,7.926330566E-1,-5.057678223E-1,1.071625797E0
3.538315504E1,-5.141143799E-1,6.861114502E-1,-5.052337646E-1,9.951500764E-1
3.538815993E1,-5.173187256E-1,5.726623535E-1,-5.030975342E-1,9.212317645E-1
3.539319533E1,-5.252990723E-1,4.517517090E-1,-4.999084473E-1,8.543577573E-1
3.539820021E1,-5.396881104E-1,3.271179199E-1,-4.961853027E-1,8.027884184E-1
3.540323561E1,-5.588531494E-1,2.019500732E-1,-4.940490723E-1,7.727775621E-1
3.540824049E1,-5.828247070E-1,8.210754395E-2,-4.935150146E-1,7.681037414E-1
3.541327590E1,-6.062622070E-1,-3.134155273E-2,-4.945831299E-1,7.830380763E-1
3.541828078E1,-6.227722168E-1,-1.416015625E-1,-4.956512451E-1,8.084345325E-1
3.542331618E1,-6.270294189E-1,-2.550506592E-1,-4.945831299E-1,8.383490940E-1
3.542832106E1,-6.142578125E-1,-3.706359863E-1,-4.919128418E-1,8.698631723E-1
3.543335646E1,-5.833587646E-1,-4.691772461E-1,-4.951171875E-1,8.975387267E-1
3.543836134E1,-5.439453125E-1,-5.251007080E-1,-5.068359375E-1,9.102142188E-1
3.544339674E1,-5.109252930E-1,-5.208435059E-1,-5.249328613E-1,8.988198493E-1
3.544840163E1,-4.917449951E-1,-4.670410156E-1,-5.462493896E-1,8.708207888E-1
3.545343703E1,-4.816284180E-1,-3.892822266E-1,-5.670166016E-1,8.396513630E-1
3.545844191E1,-4.779052734E-1,-3.029937744E-1,-5.845947266E-1,8.136028958E-1
3.546347731E1,-4.821624756E-1,-2.108459473E-1,-5.968475342E-1,7.957158069E-1
3.546848219E1,-4.938812256E-1,-1.133728027E-1,-6.037750244E-1,7.882362193E-1
3.547351759E1,-5.093231201E-1,-1.429748535E-2,-6.043090820E-1,7.904453968E-1
3.547852248E1,-5.274353027E-1,8.050537109E-2,-5.995025635E-1,8.025412369E-1
3.548355788E1,-5.476684570E-1,1.689147949E-1,-5.899200439E-1,8.224831944E-1
3.548856276E1,-5.721740723E-1,2.552032471E-1,-5.765991211E-1,8.514566417E-1
3.549359816E1,-6.041259766E-1,3.468170166E-1,-5.590362549E-1,8.931807056E-1
3.549860304E1,-6.392822266E-1,4.432220459E-1,-5.361328125E-1,9.447570798E-1
3.550363844E1,-6.664581299E-1,5.380401611E-1,-5.036315918E-1,9.936289217E-1
3.550864333E1,-6.765747070E-1,6.232604980E-1,-4.583587646E-1,1.027764438E0
3.551367873E1,-6.717834473E-1,7.015533447E-1,-4.008331299E-1,1.050779374E0
3.551868361E1,-6.643218994E-1,7.793121338E-1,-3.337249756E-1,1.077043800E0
3.552371901E1,-6.526031494E-1,8.544158936E-1,-2.612915039E-1,1.106431489E0
3.552872389E1,-6.296997070E-1,9.364471436E-1,-1.899108887E-1,1.144343095E0
3.553375929E1,-6.041259766E-1,1.054153442E0,-1.212005615E-1,1.221023035E0
3.553876418E1,-5.854949951E-1,1.218734741E0,-5.516052246E-2,1.353204139E0
3.554379958E1,-5.828247070E-1,1.415283203E0,7.156372070E-3,1.530608506E0
3.554880446E1,-6.051940918E-1,1.629928589E0,6.095886230E-2,1.739725000E0
3.555383986E1,-6.621856689E-1,1.848312378E0,1.072998047E-1,1.966281199E0
3.555887526E1,-7.484741211E-1,2.056030273E0,1.499023438E-1,2.193158614E0
3.556388014E1,-8.395538330E-1,2.244049072E0,1.962432861E-1,2.403979681E0
3.556891554E1,-8.965454102E-1,2.412902832E0,2.479095459E-1,2.585991665E0
3.557392043E1,-8.912200928E-1,2.571624756E0,3.166198730E-1,2.740031986E0
3.557895583E1,-8.400878906E-1,2.799057007E0,4.247436523E-1,2.953112758E0
3.558396071E1,-7.788391113E-1,3.143676758E0,5.802764893E-1,3.290290978E0
3.558899611E1,-7.308959961E-1,3.565521240E0,7.602996826E-1,3.718226228E0
3.559400099E1,-6.946868896E-1,3.960723877E0,9.376678467E-1,4.129060970E0
3.559903639E1,-6.568603516E-1,4.251007080E0,1.096923828E0,4.439117998E0
3.560404128E1,-6.147918701E-1,4.442764282E0,1.238067627E0,4.652841601E0
3.560907668E1,-5.705718994E-1,4.588699341E0,1.365371704E0,4.821405793E0
3.561408156E1,-5.226440430E-1,4.732513428E0,1.477218628E0,4.985179537E0
3.561911696E1,-4.683074951E-1,4.898162842E0,1.574157715E0,5.166167210E0
3.562412184E1,-4.086608887E-1,5.089370728E0,1.652999878E0,5.366666258E0
3.562915724E1,-3.516693115E-1,5.276870728E0,1.709991455E0,5.558156777E0
3.563416212E1,-3.090515137E-1,5.419082642E0,1.738754272E0,5.699582084E0
3.563919753E1,-2.829589844E-1,5.497909546E0,1.733413696E0,5.771637394E0
3.564420241E1,-2.675170898E-1,5.504302979E0,1.686019897E0,5.762948878E0
3.564923781E1,-2.632446289E-1,5.433990479E0,1.596527100E0,5.669783861E0
3.565424269E1,-2.776336670E-1,5.292312622E0,1.474029541E0,5.500765077E0
3.565927809E1,-3.111877441E-1,5.094177246E0,1.333419800E0,5.274987013E0
3.566428298E1,-3.537902832E-1,4.852355957E0,1.191207886E0,5.008942216E0
3.566931838E1,-3.916168213E-1,4.580718994E0,1.060180664E0,4.718085764E0
3.567432326E1,-4.230346680E-1,4.294158936E0,9.488525391E-1,4.418040339E0
3.567935866E1,-4.517974854E-1,4.002273560E0,8.647003174E-1,4.119468564E0
3.568436354E1,-4.837646484E-1,3.706130981E0,8.125000000E-1,3.824864878E0
3.568939894E1,-5.210418701E-1,3.397735596E0,7.970581055E-1,3.528653204E0
3.569440382E1,-5.578002930E-1,3.069107056E0,8.226165771E-1,3.226028103E0
3.569943922E1,-5.902862549E-1,2.731414795E0,8.891906738E-1,2.932528721E0
3.570444411E1,-6.174468994E-1,2.415557861E0,9.914703369E-1,2.683127631E0
3.570947951E1,-6.376953125E-1,2.149246216E0,1.126220703E0,2.508841900E0
3.571448439E1,-6.504669189E-1,1.947372437E0,1.290802002E0,2.425187916E0
3.571951979E1,-6.563262939E-1,1.808898926E0,1.477218628E0,2.425913107E0
3.572452467E1,-6.605987549E-1,1.730606079E0,1.676422119E0,2.498355307E0
3.572956007E1,-6.675109863E-1,1.701843262E0,1.876159668E0,2.619506920E0
3.573456496E1,-6.802978516E-1,1.714080811E0,2.067382812E0,2.770369991E0
3.573960036E1,-6.968078613E-1,1.756698608E0,2.237289429E0,2.928650745E0
3.574460524E1,-7.117309570E-1,1.819015503E0,2.376312256E0,3.076075144E0
3.574964064E1,-7.218475342E-1,1.890914917E0,2.476440430E0,3.198340240E0
3.575464552E1,-7.287750244E-1,1.964431763E0,2.536102295E0,3.289668682E0
3.575968092E1,-7.372894287E-1,2.037399292E0,2.558471680E0,3.352665941E0
3.576468581E1,-7.506103516E-1,2.110366821E0,2.545150757E0,3.390406524E0
3.576972121E1,-7.671203613E-1,2.181732178E0,2.499877930E0,3.405557019E0
3.577472609E1,-7.846984863E-1,2.253112793E0,2.428512573E0,3.404400430E0
3.577976149E1,-7.980041504E-1,2.323425293E0,2.339019775E0,3.392068576E0
3.578476637E1,-8.059997559E-1,2.391067505E0,2.238891602E0,3.373347747E0
3.578980177E1,-8.097229004E-1,2.455505371E0,2.135559082E0,3.353471395E0
3.579480666E1,-8.097229004E-1,2.507705688E0,2.034896851E0,3.329420999E0
3.579984206E1,-8.113250732E-1,2.534347534E0,1.947006226E0,3.297271454E0
3.580484694E1,-8.161163330E-1,2.530609131E0,1.880432129E0,3.256693635E0
3.580988234E1,-8.225097656E-1,2.501312256E0,1.840484619E0,3.212548669E0
3.581488722E1,-8.278350830E-1,2.451782227E0,1.822906494E0,3.165364923E0
3.581992262E1,-8.310394287E-1,2.390533447E0,1.820770264E0,3.117768601E0
3.582492751E1,-8.310394287E-1,2.321289062E0,1.825027466E0,3.067529086E0
3.582996291E1,-8.299713135E-1,2.248855591E0,1.827163696E0,3.014088755E0
3.583496779E1,-8.336944580E-1,2.177474976E0,1.822906494E0,2.959633728E0
3.584000319E1,-8.459472656E-1,2.113555908E0,1.810653687E0,2.908816276E0
3.584500807E1,-8.645935059E-1,2.060302734E0,1.790939331E0,2.863535049E0
3.585004347E1,-8.821716309E-1,2.017684937E0,1.766448975E0,2.823051765E0
3.585504836E1,-8.928222656E-1,1.984130859E0,1.737686157E0,2.784503555E0
3.586008376E1,-8.970794678E-1,1.960159302E0,1.708923340E0,2.750889864E0
3.586508864E1,-8.997497559E-1,1.943649292E0,1.679626465E0,2.721849969E0
3.587012404E1,-8.986816406E-1,1.931930542E0,1.651931763E0,2.696082873E0
3.587512892E1,-8.901519775E-1,1.922882080E0,1.623703003E0,2.669505100E0
3.588016432E1,-8.688507080E-1,1.914352417E0,1.593872070E0,2.638195388E0
3.588519972E1,-8.347625732E-1,1.904769897E0,1.561920166E0,2.600878990E0
3.589020461E1,-7.905578613E-1,1.896240234E0,1.525695801E0,2.558995200E0
3.589524001E1,-7.378234863E-1,1.891448975E0,1.486282349E0,2.516147440E0
3.590024489E1,-6.792297363E-1,1.887725830E0,1.445800781E0,2.472893395E0
3.590528029E1,-6.201171875E-1,1.877075195E0,1.403717041E0,2.424536687E0
3.591028517E1,-5.652465820E-1,1.849914551E0,1.362182617E0,2.365846366E0
3.591532057E1,-5.189056396E-1,1.798782349E0,1.321701050E0,2.291675079E0
3.592032546E1,-4.816284180E-1,1.720474243E0,1.282806396E0,2.199452160E0
3.592536086E1,-4.517974854E-1,1.616622925E0,1.243927002E0,2.089245087E0
3.593036574E1,-4.288940430E-1,1.493576050E0,1.203979492E0,1.965778760E0
3.593540114E1,-4.107818604E-1,1.359359741E0,1.164031982E0,1.836183841E0
3.594040602E1,-3.958740234E-1,1.227264404E0,1.123550415E0,1.710339059E0
3.594544142E1,-3.841552734E-1,1.102630615E0,1.083602905E0,1.592973573E0
3.595044630E1,-3.756408691E-1,9.790496826E-1,1.044189453E0,1.479856736E0
3.595548171E1,-3.687133789E-1,8.544158936E-1,1.004776001E0,1.369507535E0
3.596048659E1,-3.633880615E-1,7.287139893E-1,9.680328369E-1,1.264975310E0
